Provincia;Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio
GIPUZKOA;AZPEITIA;AZPEITIA;20730;CR GI-631  P.K. 12,20 D;D;-2.258778;43.189667;11/11/24 8:43;1.578;;;1.737;;1.469;1.54;;;;;;;;;AVIA;P;dm;"L-S: 06:00-22:00; D: 09:00-22:00";"L-S: 06:00-22:00 (A); D: 09:00-22:00 (A)"
GIPUZKOA;AZPEITIA;AZPEITIA;20730;POLIGONO LANDETA, 33;N;-2.252194;43.175861;4/11/24 11:21;1.437;;;;;1.257;;;;;;;;;;GUGAS;P;dm;L-D: 24H;L-D: 24H (D)
GIPUZKOA;BEASAIN;BEASAIN;20200;CR GI-632  BEASAIN-DURANGO, 1,7;I;-2.227278;43.048222;16/11/24 11:00;1.589;;;1.699;;1.509;1.589;;;;;0.939;;;;REPSOL;P;OM;"L-V: 06:00-22:00; S-D: 08:00-21:00";"L-V: 06:00-22:00 (A); S-D: 08:00-21:00 (A)"
GIPUZKOA;BEASAIN;BEASAIN;20200;CR  N-1 ,P.K. 419;D;-2.194806;43.045278;12/11/24 7:23;1.579;;;1.719;;1.499;1.589;1.189;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;BEASAIN;BEASAIN;20200;CARRETERA GI-2632 KM. 2;N;-2.234583;43.045861;16/11/24 6:11;1.559;;;1.699;;1.479;;1.169;;;;;;;;GALP;P;OM;"L-V: 07:00-21:00; S: 07:00-15:00";"L-V: 07:00-21:00 (P); S: 07:00-15:00 (P)"
GIPUZKOA;BEASAIN;BEASAIN;20200;CR GI-632, 1;D;-2.220417;43.050028;16/11/24 0:00;1.589;;;1.699;;1.499;;;;;;;;;;REPSOL;P;OM;"L-S: 05:30-21:30; D: 07:00-21:30";"L-S: 05:30-21:30 (A); D: 07:00-21:30 (A)"
GIPUZKOA;BERGARA;BERGARA;20570;CALLE LEIZEAGA, 7;N;-2.425306;43.122694;16/11/24 8:08;1.345;;;;;1.285;;;;;;;;;;EROSKI;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;BERGARA;BERGARA;20570;CALLE TELLERIA - POLIGONO INDUSTRIAL LABEGARAIETA, PARCELA P4 B, 16;D;-2.420611;43.105083;16/11/24 0:00;1.616;;1.666;;;1.476;1.586;1.159;;;;;;;;CEPSA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;BERGARA;BERGARA;20570;CALLE URTEAGA, 28;N;-2.406556;43.107861;14/11/24 9:52;1.579;;;1.719;;1.489;1.569;;;;;0.93;;;;AVIA;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;BERGARA;BERGARA;20570;CALLE AMILLAGA, 17;D;-2.423889;43.125833;16/11/24 10:00;1.579;;;1.719;;1.509;;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;BERGARA;BASALGO;20570;CALLE SANTALAITZ KALEA, 3;D;-2.423028;43.123417;16/11/24 9:50;1.289;;;;;1.229;;;;;;;;;;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
GIPUZKOA;DEBA;DEBA;20820;CARRETERA N 634 KM. 0;D;-2.341111;43.293806;15/11/24 19:00;1.529;;;;;1.449;1.539;;;;;;;;;GALP;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
GIPUZKOA;DEBA;DEBA;20820;CARRETERA N 634 KM. 41;I;-2.340833;43.294167;15/11/24 15:30;1.529;;;1.639;;1.449;1.539;;;;;;;;;GALP;P;OM;L-V: 08:00-20:00;L-V: 08:00-20:00 (P)
GIPUZKOA;DEBA;ITZIAR;20829;AP-8 (MRG.IZDO.) km 55;I;-2.328222;43.284944;15/11/24 12:04;1.599;;;1.759;;1.529;1.649;;;;;;;;;AVIA;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DEBA;ITZIAR;20829;AP-8 (MRG.DCHO.) km 55;D;-2.329861;43.284528;15/11/24 12:06;1.599;;;1.759;;1.529;1.649;;;;;;;;;AVIA;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20009;CL AVENIDA DE TOLOSA, 188;I;-2.002111;43.299889;16/11/24 10:00;1.609;;1.649;1.749;;1.519;;;;;;0.929;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20010;PASEO ERRONDO, 7;D;-1.981472;43.309028;16/11/24 0:00;1.599;;;1.749;;1.509;1.599;;;;;;;;;REPSOL;P;OM;"L-V: 06:00-22:00; S-D: 07:00-22:00";"L-V: 06:00-22:00 (A); S-D: 07:00-22:00 (A)"
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20014;PASEO DEL DOCTOR BEGUIRISTAIN, 271;D;-1.984056;43.285972;16/11/24 0:00;1.589;;1.639;1.739;;1.509;1.599;;;;;0.929;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20014;PASEO DR. BEGIRISTAIN, 66;D;-1.966806;43.295972;16/11/24 0:00;1.609;;;1.741;;1.499;1.606;;;;;;;;;CEPSA;P;OM;L-D: 00:00-23:59;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20014;PASEO DR. BEGIRISTAIN, 75;I;-1.96625;43.297083;16/11/24 0:00;1.609;;;1.741;;1.499;1.606;;;;;;;;;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20014;PASEO UBARBURU, 6;N;-1.951361;43.302139;14/11/24 12:52;1.457;;;;;1.397;1.427;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20002;CL AVENIDA DE LA ZURRIOLA, 32;D;-1.975111;43.325194;16/11/24 0:00;1.589;;;1.739;;1.499;1.579;;;;;;;;;PETRONOR;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20012;VIAL MARTUTENE-INCHAURRONDO km 5,5;D;-1.949639;43.304556;14/11/24 12:47;1.519;;;1.619;;1.439;1.539;;;;;;;;;AVIA;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20013;AVDA.DE NAVARRA 5;N;-1.970639;43.325889;14/11/24 10:12;1.599;;;1.749;;1.509;1.589;;;;;;;;;AVIA;P;dm;L-D: 07:00-21:50;L-D: 07:00-21:50 (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20015;CALLE GARBERA BIDEA, 2;N;-1.943889;43.311194;16/11/24 8:08;1.459;;;;;1.369;1.469;;;;;;;;;EROSKI;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20018;CL DE ZARAUTZ , 136;D;-2.002528;43.301083;16/11/24 11:00;1.609;;;1.749;;1.519;1.599;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;ZUBIETA;20160;AVENIDA HIPODROMO, S/N;N;-2.023;43.25425;16/11/24 6:12;1.549;;;;;1.509;1.599;;;;;;;;;GALP;P;OM;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;ZUBIETA;20160;AUTOVIA A-1 KM. 454,600;I;-2.02525;43.247361;16/11/24 11:00;1.604;;1.688;;;1.496;1.568;;;;;;;;;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;DONOSTIA-SAN SEBASTIÁN;DONOSTIA-SAN SEBASTIAN;20017;AVENIDA SAN PEDRO, 3;D;-1.943667;43.321667;16/11/24 0:00;1.599;;;1.749;;1.519;1.609;;;;;;;;;REPSOL;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
GIPUZKOA;EIBAR;EIBAR;20600;CALLE BARRENA, 19;N;-2.454556;43.189972;11/11/24 8:32;1.509;;;1.609;;1.399;1.499;1.16;;;;0.939;;;;AVIA-ACITAIN;P;dm;"L-V: 06:00-22:00; S-D: 08:00-22:00";"L-V: 06:00-22:00 (A); S-D: 08:00-22:00 (A)"
GIPUZKOA;EIBAR;EIBAR;20600;CALLE OTAOLA, 13;N;-2.482917;43.181611;11/11/24 11:52;1.509;;;1.609;;1.399;1.499;;;;;;;;;AVIA-KANTOI;P;dm;"L-V: 06:00-22:00; S-D: 08:00-22:00";Sin datos
GIPUZKOA;EIBAR;EIBAR;20600;CALLE TORREKUA, 02;D;-2.487861;43.180389;15/11/24 19:12;1.389;;;;;1.289;;;;;;;;;;BQ ENERGIES;P;dm;L-D: 24H;"L-V: 00:00-07:00 (D), 07:00-21:00 (A), 21:00-23:59 (D); S-D: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-16:00 (D), 16:00-20:00 (A), 20:00-23:59 (D)"
GIPUZKOA;ELGOIBAR;ELGOIBAR;20870;CALLE DEBA, 21;I;-2.40875;43.219167;11/11/24 10:04;1.599;;;1.779;;1.489;1.599;;;;;;;;;REPSOL;P;dm;L-D: 06:00-22:00;"L-V: 06:00-22:00 (P); S-D: 06:00-22:00 (A)"
GIPUZKOA;ELGOIBAR;ELGOIBAR;20870;CALLE LERUN TXIKI MORTERIKA, 2;N;-2.406611;43.221333;15/11/24 10:00;1.499;;;1.699;;1.419;1.489;1.109;;;;0.939;;;;MLC;P;dm;L-D: 24H;L-D: 24H (P)
GIPUZKOA;ELGOIBAR;ELGOIBAR;20870;CALLE ZIZILION, 3;I;-2.419139;43.210333;15/11/24 14:27;1.479;;;;;1.389;;;;;;;;;;PETROPRIX;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
GIPUZKOA;ERRENTERIA;ERRENTERIA;20100;PASEO EGIBURUBERRI, 6;N;-1.899194;43.295417;11/11/24 6:00;1.439;;;;;1.359;;;;;;;;;;UREPEL;P;dm;L-D: 24H;"L-V: 00:00-09:00 (D), 09:00-18:30 (A), 18:30-23:59 (D); S-D: 24H (D)"
GIPUZKOA;ERRENTERIA;RENTERIA;20100;AVENIDA NAVARRA, 81;D;-1.905194;43.316139;16/11/24 6:11;1.489;;1.539;;;1.419;1.509;;;;;;;;;GALP;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
GIPUZKOA;ESKORIATZA;APOTZAGA;20540;AUTOPISTA AP-1 KM. 121,500;I;-2.535278;43.016944;16/11/24 11:00;1.599;;;1.739;;1.529;1.609;;;;;0.929;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;ESKORIATZA;ESKORIATZA;20540;PASEO AINGERU, 8;I;-2.5345;43.013833;11/11/24 10:51;1.599;;;1.799;;1.489;1.579;;;;;;;;;PETRONOR;P;dm;L-D: 06:00-22:00;Sin datos
GIPUZKOA;HERNANI;HERNANI;20120;CR  GI-2132 P.K. 0,4 M.I.;I;-2.001361;43.278056;16/11/24 0:00;1.579;;;1.729;;1.499;;;;;;;;;;PETRONOR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;HERNANI;HERNANI;20120;BARRIO AKARREGI, 23;N;-1.968278;43.266944;11/11/24 10:51;1.579;;;1.699;;1.479;1.579;1.239;;;;;;;;AVIA;P;dm;"L-V: 06:30-21:30; S-D: 08:00-21:00";"L-V: 06:30-21:30 (A); D: 08:00-21:00 (A)"
GIPUZKOA;HERNANI;HERNANI;20120;CR GI-2132, 0,4;D;-2.000944;43.277667;16/11/24 0:00;1.579;;;1.729;;1.499;;;;;;;;;;PETRONOR;P;OM;L-V: 06:00-22:00;L-V: 06:00-22:00 (A)
GIPUZKOA;HERNANI;HERNANI;20120;AUTOPISTA AP-8 KM. 22;I;-1.98425;43.278472;16/11/24 11:00;1.609;;;1.749;;1.539;;1.314;;;;0.929;1.299;1.239;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;HERNANI;HERNANI;20120;AUTOPISTA AP-8 KM. 22;D;-1.982444;43.279778;16/11/24 11:00;1.609;;;1.749;;1.539;;1.314;;;;0.929;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;HONDARRIBIA;HONDARRIBIA;20280;CARRETERA GI-636 KM. 13;I;-1.808528;43.347556;14/11/24 9:20;1.419;;;;;1.359;1.359;;;;;;;;;EASYGAS;P;dm;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)
GIPUZKOA;HONDARRIBIA;HONDARRIBIA;20280;CARRETERA GI-636 KM. 13;D;-1.806944;43.347167;14/11/24 9:20;1.419;;;;;1.359;1.359;;;;;;;;;EASYGAS;P;dm;L-D: 06:00-22:00;L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)
GIPUZKOA;HONDARRIBIA;HONDARRIBIA;20280;CALLE GABARRARI, 22;N;-1.794389;43.356444;16/11/24 6:11;1.599;;;1.739;;1.509;1.579;;;;;;;;;GALP;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
GIPUZKOA;IDIAZABAL;IDIAZABAL;20213;AUTOVIA A-1 KM. 406,000;I;-2.228333;42.949306;14/11/24 23:49;1.589;;;1.721;;1.495;1.561;1.159;;;;;;;;CEPSA ETXEGARATE;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IDIAZABAL;IDIAZABAL;20213;POLIGONO IÑAUSTI 4B, CRTA NACIONAL I, KM 416, 0;N;-2.221806;43.027472;11/11/24 13:41;;;;;;1.41;;;;;;;;;;TRANS.O.GUI.COOP.;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;IRUN;IRUN;20303;AVENIDA ELIZATXO, 8;N;-1.796417;43.336611;14/11/24 9:23;1.589;;;1.749;;1.499;1.559;;;;;;;;;ELIZATXO-REPSOL;P;dm;L: 06:00-23:59;Sin datos
GIPUZKOA;IRUN;IRUN;20304;AVENIDA NAVARRA, 18;N;-1.78225;43.339306;16/11/24 0:00;1.519;;;1.661;;1.429;1.519;;;;;;;;;BP IRUN;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;IRUN;IRUN;20304;CL AVENIDA DE IPARRALDE , 43;I;-1.787361;43.347222;16/11/24 10:00;1.599;;;;;1.529;;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;IRUN;IRUN;20304;AVENIDA IPARRALDE, 42;D;-1.787028;43.347278;16/11/24 11:00;1.599;;;1.739;;1.529;1.609;;;;;;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CL AVENIDA DE LTXUMBORRO, S.N.;I;-1.817028;43.333889;16/11/24 10:00;1.609;;;;;1.509;1.589;;;;;;;;;PETRONOR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;IRUN;IRUN;20305;AVENIDA LETXUMBORRO, 81;N;-1.819028;43.330917;16/11/24 6:11;1.529;;;;;1.439;1.509;;;;;;;;;GALP;P;OM;"L-S: 08:00-22:00; D: 10:00-15:00";"L-S: 08:00-22:00 (A); D: 10:00-15:00 (A)"
GIPUZKOA;IRUN;IRUN;20305;AVENIDA ELIZATXO (N-I KM 480,5), 64;D;-1.827139;43.328889;16/11/24 6:00;1.617;;1.667;1.749;;1.534;1.616;;;;;0.949;;;;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;AVENIDA ELIZATXO (N-I KM 480,5), 64;I;-1.827556;43.329333;16/11/24 6:00;1.617;;1.667;1.749;;1.534;1.616;;;;;0.949;;;;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CALLE COMETE SAREA, 1;N;-1.753694;43.338528;16/11/24 6:00;1.599;;;;;1.499;;1.305;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CL ANTXOTXIPI , 15;D;-1.764556;43.339056;16/11/24 11:00;1.589;;;1.739;;1.509;;1.314;;;;;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;ANTXOTXIPI Nº 17 - ZAISA III;D;-1.766167;43.3375;15/11/24 16:40;;;;;;1.509;;;;;;;;;;SACYTRANS;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CALLE TERMINAL DE ZAISA-BEHOBIA, S/N (CTRA. NAC.1), 484;D;-1.754111;43.341111;16/11/24 6:00;1.599;;;;;1.499;1.599;1.305;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;PASEO ENDARLAZA, S/N;D;-1.760472;43.342111;16/11/24 6:00;1.529;;;1.739;;1.439;1.559;;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CARRETERA N-121 A KM. 76,4;D;-1.752694;43.335806;11/11/24 10:14;1.429;;;;;1.349;1.409;;;;;;;;;BIDASOIL;P;dm;"L-V: 06:00-22:00; S-D: 07:00-22:00";Sin datos
GIPUZKOA;IRUN;IRUN;20305;PARQUE COMERCIAL TXINGUDI, ZONA ARASO.B. VENTAS, 80;N;-1.834722;43.322583;11/11/24 12:53;1.429;;;1.569;;1.349;1.449;;;;;;;;;ALCAMPO IRUN;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
GIPUZKOA;IRUN;IRUN;20305;CALLE ANTXOTXIPI KALEA, 4;D;-1.76425;43.339;11/11/24 11:55;;;;;;;;;;;;;1.299;1.239;;HAM;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CALLE MAZUOLA, 4;D;-1.83675;43.325722;16/11/24 0:00;;;;;;1.485;;1.314;;;;;;;;IDS;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CALLE ANTXOTXIPI, 10    ZAISA III, 10;D;-1.768694;43.337278;12/11/24 12:13;;;;;;1.439;;;;;;;;;;GACELA;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;IRUN;IRUN;20305;CALLE COMETE SAREA (ZAISA II), 7;N;-1.75275;43.3365;14/11/24 13:03;;;;;;1.459;;;;;;;;;;ZABALETA;P;dm;"L-V: 24H; S: 06:00-22:00; D: 14:30-00:00";"L-V: 24H (A); S: 06:00-22:00 (A); D: 14:30-00:00 (A)"
GIPUZKOA;IRUN;IRUN;20305;CALLE ANTXOTXIPI, 4;D;-1.763778;43.339417;14/11/24 0:00;;;;;;1.459;;;;;;;;;;VALCARCE;P;dm;L-D: 24H;L-D: 24H (P)
GIPUZKOA;IRUN;BIDASOA;20305;CALLE ANTXOTXIPI, Nº 13 - ZAISA III, 13;I;-1.7645;43.337861;11/11/24 10:25;;;;;;1.489;;;;;;;;;;TRANSPORTES ZUMALABE, S.L.;P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (P)
GIPUZKOA;IRUN;BIDASOA;20305;CALLE EUROPA, Nº 18, 18;D;-1.756528;43.340861;11/11/24 10:26;;;;;;1.489;;;;;;;;;;NEUMATICOS Y SERVICIOS BEHOBIA, S.A.;P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (P)
GIPUZKOA;IRUN;BIDASOA;20305;CALLE COMETE SAREA, 5;D;-1.752944;43.337167;14/11/24 0:00;;;;;;1.459;;;;;;;;;;VALCARCE;P;dm;L-D: 00:00-23:59;L-D: 24H (A)
GIPUZKOA;IRURA;IRURA;20271;POLIGONO POLIGONO IBAI-ONDO, 14;D;-2.067083;43.165917;14/11/24 10:25;;;;;;1.439;;;;;;;;;;GASOLEOA;P;dm;L-S: 08:00-12:30 y 15:00-19:30;L-S: 08:00-12:30 (A), 15:00-19:30 (A)
GIPUZKOA;ITSASONDO;ITSASONDO;20249;CR N-1, 423,3;D;-2.163667;43.065889;16/11/24 0:00;1.589;;;1.719;;1.509;1.599;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;LASARTE-ORIA;LASARTE;20160;CL CIRCUITO IBILBIDEA, 8 (N-1 km 455);I;-2.019028;43.257333;16/11/24 0:00;1.579;;;1.729;;1.509;1.599;;;;;;;;;REPSOL;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
GIPUZKOA;LASARTE-ORIA;LASARTE;20160;AUTOVIA N-1 KM. 451,000;D;-2.021972;43.252778;16/11/24 11:00;1.599;;;1.739;;1.519;1.599;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;LAZKAO;LAZKAO;20210;CARRETERA GI-120 KM. 65;N;-2.188333;43.041944;14/11/24 11:51;1.569;;;1.709;;1.489;1.579;;;;;0.929;;;;AVIA;P;dm;L-D: 24H;Sin datos
GIPUZKOA;LEGAZPI;LEGAZPI;20230;CALLE BIKUÑA, S/N;D;-2.332194;43.034694;4/11/24 9:13;1.544;;;;;1.467;1.577;;;;;;;;;CEPSA;P;dm;"L-S: 08:00-21:00; D: 08:00-14:30";"L-S: 08:00-21:00 (P); D: 08:00-14:30 (P)"
GIPUZKOA;LEGORRETA;LEGORRETA;20250;CARRETERA NACIONAL 1 KM. 425;I;-2.156194;43.078861;16/11/24 0:00;1.529;;;1.739;;1.439;1.559;1.159;;;;;;;;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;LEZO;LEZO;20100;IPINTZA KALEA 47;D;-1.879944;43.323611;15/11/24 8:46;1.419;;;;;1.329;1.459;;;;;;;;;MERKAOIL;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;LEZO;LEZO;20100;CARRETERA GI 2638 KM. 3,3;N;-1.870444;43.326944;16/11/24 9:10;1.479;;;;;1.459;1.529;;;;;;;;;GALP;P;OM;"L-V: 07:00-22:00; S: 08:00-21:00; D: 09:00-16:00";"L-V: 07:00-22:00 (A); S: 08:00-21:00 (A); D: 09:00-16:00 (A)"
GIPUZKOA;LEZO;LEZO;20100;CARRETERA GI 2638 KM. 3,300;I;-1.870861;43.327306;15/11/24 19:00;;;;;;1.459;;;;;;;;;;GALP;P;OM;L-D: 24H;L-D: 24H (D)
GIPUZKOA;MUTRIKU;MUTRIKU;20830;BARRIO MIJOA, ;I;-2.411028;43.313833;13/11/24 12:26;1.559;;;1.679;;1.479;1.499;1.159;;;;;;;;AVIA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
GIPUZKOA;OIARTZUN;ARRAGUA;20180;CALLE MUGARRIEGI, 2;D;-1.864778;43.319667;15/11/24 10:11;;;;;;1.371;;;;;;;;;;BIDEKO ATERPE;R;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;OIARTZUN;ALTZIBAR Y KARRIKA;20180;CALLE PERKATZENE, 6;D;-1.853111;43.320944;16/11/24 0:00;;;;;;1.367;;;;;;;;;;XPO TRANSPORT SOLUTIONS SPAIN SL;R;dm;L: 24H;L: 24H (D)
GIPUZKOA;OIARTZUN;OIARTZUN;20180;CALLE ARANEDER BIDEA, 1;I;-1.871833;43.296222;16/11/24 0:00;1.579;;;1.729;;1.509;1.599;;;;;;;;;REPSOL;P;OM;L-D: 06:30-21:30;"L-V: 06:30-21:30 (P); S-D: 06:30-14:00 (P), 14:00-21:30 (A)"
GIPUZKOA;OIARTZUN;OIARTZUN;20180;CARRETERA N-1 KM. 469,1;D;-1.879444;43.312222;16/11/24 0:00;1.589;;;1.739;;1.519;1.609;;;;;;;;;REPSOL;P;OM;"L-V: 06:00-22:00; S: 09:00-21:00";"L-V: 06:00-22:00 (A); S: 09:00-21:00 (A)"
GIPUZKOA;OIARTZUN;OIARTZUN;20180;CR N-1, 469,1;I;-1.879528;43.312139;16/11/24 10:00;1.599;;;1.739;;1.529;1.609;;;;;0.929;1.299;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
GIPUZKOA;OIARTZUN;OIARTZUN;20180;AUTOPISTA AP-8 (MRG.IZDO.) KM. 8,3;I;-1.852222;43.316611;16/11/24 0:00;1.701;;;1.76;;1.519;1.619;;;;;;;;;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;OIARTZUN;OIARTZUN;20180;AUTOPISTA AP-8 (MRG.DCHO.) KM. 8,3;D;-1.844528;43.317611;16/11/24 0:00;1.701;;;1.76;;1.519;1.619;;;;;;;;;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
GIPUZKOA;OIARTZUN;OIARTZUN;20180;CALLE ARAÑABURU 3-D, 3;N;-1.861306;43.317417;11/11/24 10:25;;;;;;1.659;;;;;;;;;;GEXA;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;OIARTZUN;OIARTZUN;20180;CARRETERA MADRID-IRUN KM. 469;N;-1.876417;43.314639;15/11/24 11:01;1.549;;;1.699;;1.459;1.499;;;;;;;;;CARREFOUR;P;dm;"L-S: 07:45-21:30; D: 09:00-15:00";"L-S: 07:45-21:30 (A); D: 09:00-15:00 (A)"
GIPUZKOA;OIARTZUN;OIARTZUN;20180;CALLE ASTIGARRAKO, 4;N;-1.883028;43.302722;11/11/24 9:23;1.429;;;1.569;;1.339;1.439;;;;;;;;;ALCAMPO;P;dm;"L-S: 06:00-23:00; D: 08:00-22:00";L-S: 06:00-23:00 (A)
GIPUZKOA;OIARTZUN;OIARTZUN;20180;CALLE ARAÑABURU, 7;N;-1.854333;43.319444;11/11/24 8:37;;;;;;1.509;;;;;;;;;;FUEL TRUCK;P;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;OIARTZUN;OIARTZUN;20180;ARAÑABURU 3-B;D;-1.861056;43.317056;14/11/24 9:53;;;;;;1.519;;;;;;;;;;INSAUSTI;R;dm;L-D: 24H;L-D: 24H (A)
GIPUZKOA;OLABERRIA;OLABERRIA;20212;POLIGONO INDUSTRIAL 201 BARRIO YURRE, S/N;N;-2.2175;43.035056;15/11/24 11:01;1.549;;;1.659;;1.469;1.509;;;;;;;;;CARREFOUR;P;dm;"L-S: 07:00-21:00; D: 09:00-15:00";"L-S: 07:00-21:00 (A); D: 09:00-15:00 (A)"
