direccion_estacion;margen_estacion;tipo_estacion;horario_estacion;latitud_estacion;longitud_estacion;nombre_localidad;nombre_empresa
DISEMINADO EXTRAMUROS, S/N;N;Terrestre;L-D: 24H;37.054972;-4.858472;CAMPILLOS;S.C.A.OLIVARERA SAN BENITO
CARRETERA ALMARGEN KM. 1;D;Terrestre;L: 08:00-20:00;36.957833;-5.029222;CAÑETE LA REAL;AGROOLIVARERA SAN COSME Y SAN DAMIAN, S.C.A.
AUTOVIA A-357 KM. 57;D;Terrestre;L-D: 06:00-22:00;36.717139;-4.589944;CARTAMA;REPSOL
CR A-357 CAMPILLOS-MALAGA, KM 47;I;Terrestre;L-D: 24H;36.719556;-4.689333;CARTAMA;BP RIO GRANDE
CARRETERA CARTAMA-COIN KM. 3,8;I;Terrestre;L-D: 24H;36.711306;-4.634361;CARTAMA;CEPSA
AVENIDA ANDALUCIA, 55;I;Terrestre;L-D: 24H;36.736556;-4.6065;CARTAMA;CEPSA
AUTOVIA CAMPILLOS-MALAGA KM. 50,05;I;Terrestre;L-D: 24H;36.718556;-4.666333;CARTAMA;CEPSA
AUTOVIA A-357 KM. 57;I;Terrestre;L-D: 24H;36.720194;-4.592056;CARTAMA;BP ES CARTAMA
SECTOR UR.21 PARCELA 9, 9;N;Terrestre;L-D: 24H;36.718944;-4.621028;CARTAMA;BALLENOIL
CARRETERA CARTAMA PUEBLO A ESTACION KM. 2,7;D;Terrestre;L-D: 06:00-22:00;36.722472;-4.615;CARTAMA;E.S EL VALLE (AGLA)
A-45 km 147,8;I;Terrestre;L-D: 06:00-23:59;36.897833;-4.429333;CASABERMEJA;CEPSA
AVENIDA DE LA HUERTA, 14;D;Terrestre;L-D: 24H;36.898222;-4.426333;CASABERMEJA;PETROSUR JQ43
CALLE ZUMAQUE, 1;I;Terrestre;"L-V: 6:30-14:00 y 16:00-19:30; S: 06:30-14:00";36.785139;-4.841556;CASARABONELA;SAGRADO CORAZON
CTRA.A-357, (ZALEA-ARDALES) km 33,2;N;Terrestre;L-D: 24H;36.810472;-4.7835;CASARABONELA;AGLA
CTRA N 340 KM 146.7 ESQUINA MA 546;D;Terrestre;L-D: 07:00-23:00;36.381083;-5.217611;CASARES;E.S BAHIA DE CASARES
CARRETERA A-2102 KM. 10,100;I;Terrestre;"L-J: 06:00-21:00; V-S: 06:00-22:00; D: 07:00-21:00";36.334222;-5.314944;CASARES;E.S. SECADERO
AVENIDA REINA SOFIA, S/N;D;Terrestre;L-D: 24H;36.664278;-4.746917;COIN;BALLENOIL
CARRETERA COIN-CARTAMA KM. 1;D;Terrestre;L-D: 24H;36.674639;-4.73375;COIN;LA TROCHA
PG P.I. CANTARRANAS, PARCELA 1;N;Terrestre;L-D: 06:00-00:00;36.668694;-4.741556;COIN;REPSOL
AVDA. REINA SOFIA, S/N;N;Terrestre;L-D: 24H;36.663139;-4.753139;COIN;REPSOL
AVENIDA REINA SOFIA, S/N;N;Terrestre;L-D: 06:00-00:00;36.662944;-4.750972;COIN;SHELL
CALLE GUADALQUIVIR, 1;D;Terrestre;L-D: 24H;36.6755;-4.732667;COIN;CARREFOUR
AVENIDA REINA SOFIA, 43;D;Terrestre;L-D: 24H;36.663528;-4.748056;COIN;PETROPRIX COIN
CARRETERA A7204 KM. 29;I;Terrestre;"L-V: 07:00-20:00; S-D: 08:30-14:00 y 15:30-19:00";36.910944;-4.344694;COLMENAR;REPSOL
EL PILAR, S/N;D;Terrestre;L-D: 08:00-14:00 y 15:00-19:00;36.9067;-4.337866;COLMENAR;S. COOP. AND. NTRA. SRA. DE LA CANDELARIA
CTRA.MA-111 km 16,65;D;Terrestre;L-D: 07:00-22:00;36.825139;-3.981028;COMPETA;E.S.MARIDI
AVENIDA TORROX, 37;D;Terrestre;L-D: 07:00-20:00;36.83;-3.972556;COMPETA;LA RECIPROCA
CARRETERA A-373 KM. 052,000;D;Terrestre;L-D: 06:00-22:00;36.618806;-5.336333;CORTES DE LA FRONTERA;HEMEGAS
CALLE SAN JUAN BAUTISTA, 106;D;Terrestre;L-S: 08:00-18:00;37.236417;-4.489639;CUEVAS BAJAS;OLIVARERA SAN JUAN BAUTISTA, S.C.A.
CARRETERA MA 202 KM. 29,3;I;Terrestre;L-D: 07:00-22:00;37.267778;-4.41975;CUEVAS DE SAN MARCOS;CEPSA
AVENIDA DE JUAN XXII, S/N;D;Terrestre;L-D: 07:00-21:30;37.267972;-4.417639;CUEVAS DE SAN MARCOS;S.C.A.A. NTRA. SEÑORA DEL CARMEN
CALLE ANDALUCIA, 125;I;Terrestre;L-D: 08:30-22:00;36.872583;-5.049222;CUEVAS DEL BECERRO;S.C. LOS LLANOS
CARRETERA RONDA CAMPILLOS KM. 37,2;D;Terrestre;L-D: 06:00-22:00;36.870556;-5.050611;CUEVAS DEL BECERRO;CEPSA
AUTOVIA A-7 KM. 151;I;Terrestre;L-D: 24H;36.40775;-5.189556;ESTEPONA;PETROL & GO 
CALLE DOCTOR CRISTOBAL RUIZ MENDEZ, 75;D;Terrestre;L-D: 24H;36.423083;-5.15575;ESTEPONA;GALP
AVENIDA LITORAL, S,N;I;Terrestre;L-D: 07:00-23:00;36.431556;-5.1235;ESTEPONA;CEPSA
CR N-340, P.K.  157.1;N;Terrestre;L-D: 24H;36.429306;-5.1295;ESTEPONA;BP ESTEPONA
CARRETERA N-340 KM. 159,600;D;Terrestre;L-D: 06:00-22:00;36.438889;-5.105;ESTEPONA;BP RIO PADRON
AVENIDA JUAN CARLOS I, 139;N;Terrestre;L-D: 24H;36.428194;-5.156611;ESTEPONA;BP AVENIDA JUAN CARLOS I
URBANIZACIÓN EL SALADILLO, ;D;Terrestre;L-D: 24H;36.462056;-5.042028;ESTEPONA;E.S. SALADILLO
CR N-340, 166,5;I;Terrestre;L-D: 07:00-23:00;36.463611;-5.038861;ESTEPONA;REPSOL
CARRETERA N-340 KM. 163;D;Terrestre;L-D: 07:00-23:00;36.453111;-5.075194;ESTEPONA;REPSOL
CR N-340, 169,1;I;Terrestre;L-D: 24H;36.473333;-5.010972;ESTEPONA;REPSOL
AU AP-7  161,00 D;D;Terrestre;L-D: 24H;36.465167;-5.114944;ESTEPONA;REPSOL
AU AP-7, 161,00 I;I;Terrestre;L-D: 24H;36.463556;-5.116556;ESTEPONA;REPSOL
AVENIDA JOSE MARTIN MENDEZ, S/N;N;Terrestre;L-D: 06:00-00:00;36.431833;-5.171389;ESTEPONA;SHELL
AVENIDA DEL CARMEN, S/N;D;Terrestre;L-D: 06:00-00:00;36.417194;-5.175889;ESTEPONA;SHELL
SECTOR ARROYO ENMEDIO E4, 4;D;Terrestre;L-D: 24H;36.39325;-5.202778;ESTEPONA;BALLENOIL
N-340 km 154,800;N;Terrestre;L-D: 06:00-22:00;36.434361;-5.160472;ESTEPONA;GALP
CALLE GRAHAM BELL, 13;D;Terrestre;L-D: 24H;36.429667;-5.171306;ESTEPONA;BALLENOIL
AUTOVIA A-7 KM. 1077;I;Terrestre;L-D: 24H;36.388667;-5.205972;BUENAS NOCHES;REPSOL
AVENIDA PALMERAS DE LAS, 1;D;Terrestre;L-D: 24H;36.46175;-5.0475;CANCELADA;CARREFOUR
GLORIETA ACCESO POLIGONO INDUSTRIAL, SN;I;Terrestre;L-D: 07:00-23:00;36.432139;-5.174028;LOMA DEL MONTE;CEPSA
AVENIDA RAMON Y CAJAL,, S.N;D;Terrestre;L-D: 06:00-22:00;36.54775;-4.618222;FUENGIROLA;MLC
CARRER NACIONAL 340 KM212, 212;D;Terrestre;L-D: 24H;36.520111;-4.630444;FUENGIROLA;BP EL CASTILLO
AVENIDA SALINAS DE LAS, 2;I;Terrestre;L-D: 07:00-23:00;36.555583;-4.614778;FUENGIROLA;REPSOL
AVENIDA GAVIOTAS LAS, 10;N;Terrestre;L-D: 24H;36.557639;-4.61125;FUENGIROLA;BP FUENGIROLA - CENTRO
AVENIDA CLEMENTE DIAZ RUIZ, SN;D;Terrestre;L-D: 24H;36.548361;-4.626444;FUENGIROLA;BP EL TEJAR
PARC PARCELA 1.3 DE LA UE-3.11 FINCA VALDELECRIN, SN;N;Terrestre;L-D: 06:00-23:30;36.56425;-4.621139;FUENGIROLA;GALP
CARRETERA MA-409 KM. 6;N;Terrestre;L-D: 24H;36.556417;-4.62675;FUENGIROLA;GALP
CARRETERA A-387 KM. 5,6;D;Terrestre;L-D: 06:30-22:30;36.587139;-4.598972;FUENGIROLA;CEPSA
AVENIDA ALCALDE CLEMENTE DIAZ RUIZ, 38;D;Terrestre;L-D: 24H;36.549;-4.626889;FUENGIROLA;BALLENOIL
AVENIDA ALCALDE CLEMENTE DIAZ  RUIZ, 34;D;Terrestre;L-D: 24H;36.548667;-4.626778;FUENGIROLA;PLENOIL 
CARRETERA DE MIJAS, EQUINA CALLE VIRIATO KM. 6,1;D;Terrestre;L-D: 24H;36.556639;-4.627028;FUENGIROLA;Q8 EASY
CARRETERA CR DE MIJAR KM. 6;D;Terrestre;L-D: 24H;36.552222;-4.627778;FUENGIROLA;REPSOL
AUTOVIA A-92 KM. 132;D;Terrestre;L-D: 07:00-22:00;37.137611;-4.728278;FUENTE DE PIEDRA;AGLA
CARRETERA A-405 KM. 0;D;Terrestre;L-D: 07:00-22:00;36.520083;-5.325472;GAUCIN;AGLA
CARRETERA GUARO - COIN KM. 1;N;Terrestre;L-D: 07:00-22:00;36.662778;-4.830389;GUARO;(SIN RÓTULO)
POLIGONO ALCARABAN, 1;I;Terrestre;L-D: 07:00-22:00;37.117333;-4.693833;HUMILLADERO;S.C.A.OLV.N.S. ROSARIO DE HUMILLADERO
AUTOVIA A-45 KM. 141;I;Terrestre;L-D: 24H;36.768611;-4.424417;MALAGA;REPSOL
AVENIDA RONDA ESTE, SALIDA EL LIMONARN-340 KM 244,000, ;N;Terrestre;L-D: 24H;36.739889;-4.394111;MALAGA;GALP
CARRER CAMINO DE COIN, 90;D;Terrestre;L-D: 24H;36.659667;-4.492861;MALAGA;BP CHURRIANA
CARRETERA COMARCAL COIN-MALAGA KM. 89;D;Terrestre;L-D: 07:00-23:00;36.660889;-4.502306;MALAGA;ES COLOSO CHURRIANA
AVENIDA SANTIAGO RAMON Y CAJAL, 102;N;Terrestre;L-D: 24H;36.743972;-4.422611;MALAGA;BP MALAGA - CIUDAD JARDIN
AVENIDA JACINTO BENAVENTE, 163;D;Terrestre;"L: 06:00-23:59; M-D: 06:00-00:00";36.753111;-4.4255;MALAGA;REPSOL
AUTOVIA A-45 KM. 136;I;Terrestre;L-D: 06:00-22:00;36.813;-4.441861;MALAGA;REPSOL
CL AVENIDA S.RAMON Y CAJAL, 1;N;Terrestre;L-D: 07:00-23:00;36.738333;-4.424528;MALAGA;REPSOL
CALLE ALMERIA, 78;D;Terrestre;L-D: 06:00-22:00;36.714944;-4.344361;MALAGA;REPSOL
CALLE ALMERIA, 183;I;Terrestre;L-D: 06:00-22:00;36.715306;-4.343861;MALAGA;REPSOL
AVENIDA PINTOR JOAQUIN SOROLLA, 76;N;Terrestre;L-D: 24H;36.721528;-4.380389;MALAGA;REPSOL
AVENIDA VELAZQUEZ, 335;D;Terrestre;L-D: 24H;36.673389;-4.476556;MALAGA;REPSOL
CALLE DIDEROT, 66;D;Terrestre;"L-V: 05:00-21:00; S: 05:00-20:00; D: 09:00-14:00";36.694444;-4.474944;MALAGA;E.S. LAS PALMERAS
AVENIDA ALFONSO PONCE DE LEON, 3;N;Terrestre;L-D: 07:00-23:00;36.654472;-4.479972;MALAGA;SHELL
AVENIDA VELAZQUEZ, S/N;N;Terrestre;L-D: 24H;36.683972;-4.466722;MALAGA;SHELL
CARRETERA CADIZ KM. 241;N;Terrestre;L-D: 24H;36.688417;-4.45875;MALAGA;CARREFOUR
CL HERMANOS LUMIERE, SN;D;Terrestre;L-D: 07:00-16:00;36.694306;-4.461806;MALAGA;REPSOL
AVENIDA VELAZQUEZ, 104;I;Terrestre;L-D: 24H;36.691306;-4.457;MALAGA;REPSOL
AVENIDA VELAZQUEZ, 208;D;Terrestre;L-D: 06:00-22:00;36.682167;-4.468444;MALAGA;REPSOL
AVENIDA VELAZQUEZ, 290;N;Terrestre;L-D: 06:00-22:00;36.673778;-4.477556;MALAGA;BP VILLANUEVA MALAGA
CALLE HERMAN HESSE, 5;D;Terrestre;"L-V: 06:00-22:00; S: 08:00-22:00; D: 08:00-15:00";36.687944;-4.471028;MALAGA;GALP
CALLE RUSIA, 4;D;Terrestre;L-D: 05:00-22:00;36.707444;-4.493;MALAGA;BP ES GUADALHORCE
CALLE TUICIDES, 14;N;Terrestre;L-D: 06:00-22:00;36.691611;-4.461917;MALAGA;GALP
AVENIDA VELAZQUEZ, 113;D;Terrestre;L-V: 07:00-20:00;36.6885;-4.459583;MALAGA;CEPSA
AVENIDA ISAAC PERAL, 39;I;Terrestre;L-D: 06:00-22:00;36.692583;-4.459583;MALAGA;CEPSA
CALLE EDUARDO QUEIPO DE LLANO CABALLERO, 11;I;Terrestre;"L-V: 06:00-21:00; S: 09:00-15:00";36.693333;-4.470583;MALAGA;DINERGIA
CALLE CONCEPCION ARENAL, 9;D;Terrestre;L-D: 24H;36.692028;-4.481778;MALAGA;AUMAT
CALLE LICURGO, 2;D;Terrestre;L-D: 24H;36.693556;-4.462361;MALAGA;PETROPRIX
CALLE ESTEBAN SALAZAR CHAPELA, 28;N;Terrestre;L-D: 24H;36.693583;-4.477556;MALAGA;SHELL
AV VALLE INCLAN, S/N;N;Terrestre;L-D: 24H;36.729639;-4.444889;MALAGA;BP CAMINO SUAREZ
CALLE SAIN EXUPERY, S/N;N;Terrestre;L-D: 24H;36.714889;-4.456556;MALAGA;CARREFOUR
PROSPER MERIMEE, 21;I;Terrestre;L-D: 06:00-22:00;36.714889;-4.457778;MALAGA;CEPSA
CL AVENIDA CARLOS HAYA, 78;N;Terrestre;L-D: 24H;36.722944;-4.451083;MALAGA;REPSOL
CALLE MARTINEZ MALDONADO, 62;N;Terrestre;L-D: 24H;36.721722;-4.439194;MALAGA;BP LAS CHAPAS
AVENIDA LOPE DE VEGA, S/N;D;Terrestre;L-D: 24H;36.728833;-4.466167;MALAGA;REPSOL
CL VALLE INCLAN , S.N.;D;Terrestre;L-D: 24H;36.736083;-4.434583;MALAGA;REPSOL
CALLE DEMOSTONES ESQ. JENOFONTES, S/N;D;Terrestre;L-D: 24H;36.7185;-4.484278;MALAGA;REPSOL
CALLE POLIGONO INDUSTRIAL TREVELEZ - C/OFFENBACH, S/N;D;Terrestre;L-D: 24H;36.712833;-4.511917;MALAGA;CEPSA
CALLE JORGE E. LORING OYARZABAL, 4;D;Terrestre;L-D: 24H;36.732139;-4.484333;MALAGA;VLADOIL MÁLAGA
CALLE MARISMA, 48;D;Terrestre;L-D: 24H;36.713056;-4.472722;MALAGA;BP UNIVERSIDAD
CALLE POL. GUADALHORCE C/A P.U-6-2, S/N;D;Terrestre;L-D: 06:00-22:00;36.695444;-4.494167;MALAGA;REPSOL
AVENIDA JOSE ORTEGA Y GASSET, 232;D;Terrestre;L-D: 06:00-22:00;36.707111;-4.472028;MALAGA;REPSOL
AVENIDA MARIA ZAMBRANO/ALFR., 1;N;Terrestre;L-D: 24H;36.710639;-4.46575;MALAGA;BP TEATINOS
CALLE ROSAMUNDA, S/N;N;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-15:00";36.709722;-4.471833;MALAGA;BP POLIGONO ALAMEDA
CL PZ. CRUZ HUMILLADERO, 2;N;Terrestre;L-D: 24H;36.711667;-4.4405;MALAGA;REPSOL
CAMINO DE LOS PRADOS ESQ. C/OROTAVA, S/N;N;Terrestre;L-D: 06:00-22:00;36.699472;-4.468028;MALAGA;SHELL
AVENIDA AVDA. WASHINGTON-POLIG. EL VISO, 68;N;Terrestre;L-D: 24H;36.713611;-4.482528;MALAGA;GALP
AVENIDA ORTEGA Y GASSET (MERCAMALAGA), 553;I;Terrestre;L-D: 24H;36.70525;-4.526417;MALAGA;NEW OIL MALAGA
PASEO LOS TILOS, 21;N;Terrestre;L-D: 24H;36.712889;-4.434028;MALAGA;ESTACION AUTOBUSES
AVENIDA JOSE ORTEGA Y GASSET, 277;I;Terrestre;L-D: 24H;36.706056;-4.46775;MALAGA;PETROPRIX
CALLE LA BOHEME, S/N;D;Terrestre;L-D: 24H;36.710278;-4.468;MALAGA;PLENOIL
CL CONCEPCION ARENAL ,S.N. (ESQ.CR;D;Terrestre;L-D: 06:00-22:00;36.690444;-4.482944;MALAGA;REPSOL
CALLE BAHIA BLANCA, 31;D;Terrestre;L-D: 24H;36.705306;-4.471667;MALAGA;PETROPRIX
CC MA-401 km 9,158;D;Terrestre;L-D: 24H;36.719806;-4.533167;CAMPANILLAS;REPSOL
CALLE GRAHAM BELL, 2;D;Terrestre;L-D: 24H;36.731222;-4.549861;CAMPANILLAS;REPSOL
AVENIDA CL AVENIDA ORTEGA Y GASSET, 484 (MA-401 KM 6), 484;I;Terrestre;L-D: 05:00-23:00;36.705944;-4.505444;MALAGA;SHELL
CALLE AYALA, 37;N;Terrestre;L-D: 24H;36.708056;-4.433444;MALAGA;REPSOL
HEROES DE SOSTOA, 147;I;Terrestre;L-D: 06:00-00:00;36.702194;-4.442694;MALAGA;REPSOL
CR N-348, M.D. RAMAL AEROPUERTO;N;Terrestre;L-D: 24H;36.674889;-4.486583;MALAGA;BP AEROPUERTO
CARRETERA N-340 KM. 144,700;I;Terrestre;L-D: 24H;36.367722;-5.227889;MANILVA;REPSOL
CARRETERA N-340 KM. 171;N;Terrestre;L-D: 24H;36.341722;-5.238694;MANILVA;GALP
AUTOPISTA AP-7B (MRG.DCHO.) KM. 138,5;D;Terrestre;L-D: 24H;36.333;-5.265833;MANILVA;CEPSA
AUTOPISTA AP-7B (MRG.IZDO.) KM. 138,5;I;Terrestre;L-D: 24H;36.332611;-5.267472;MANILVA;CEPSA
CARRETERA N-340A KM. 182,5;D;Terrestre;L-D: 00:00-23:59;36.508556;-4.864583;MARBELLA;CEPSA
AVENIDA SEVERO OCHOA, 55;I;Terrestre;L-D: 06:00-23:59;36.509306;-4.873778;MARBELLA;CEPSA
C.N. 340, BRAZO NORTE km 182,5;D;Terrestre;L-D: 24H;36.509444;-4.864167;MARBELLA;BP ARCO MARBELLA
CALLE PLATA 44, POLÍGONO LA ERMITA, 44;D;Terrestre;L-D: 24H;36.512056;-4.866889;MARBELLA;BALLENOIL
AVENIDA RICARDO SORIANO, 51;D;Terrestre;L-D: 06:00-23:00;36.510083;-4.896694;MARBELLA;GALP
CARRETERA C-355 KM. 36,5;D;Terrestre;L-S: 13:00-17:00;36.531222;-4.873694;MARBELLA;CEPSA
CARRETERA NACIONAL 340 KM. 179;I;Terrestre;L-D: 24H;36.509278;-4.911861;MARBELLA;AGLA EL ROCIO DE NAGUELES
CALLE MADERA-PG LA ERMITA, 1;D;Terrestre;L-D: 24H;36.509556;-4.867722;MARBELLA;ESTACION DE SERVICIO COLOSO MARBELLA
AVENIDA JULIO IGLESIAS-PTO BANUS, 1;N;Terrestre;L-D: 24H;36.486889;-4.955139;MARBELLA;REPSOL
AUTOPISTA AP-7 KM. 187;D;Terrestre;L-D: 24H;36.517694;-4.830889;MARBELLA;REPSOL
AU AP-7, 187,00 I;I;Terrestre;L-D: 24H;36.519417;-4.830278;MARBELLA;REPSOL
CARRETERA N-340 KM. 178,875;N;Terrestre;L-D: 24H;36.510389;-4.903917;MARBELLA;BP JOY MARBELLA
CARRETERA OJEN C.C. LA CAÑADA KM. 0;N;Terrestre;L-D: 24H;36.522139;-4.87875;MARBELLA;BP OJEN
CALLE ALUMINIO, S/N;D;Terrestre;"L-V: 07:00-21:00; S: 07:00-15:00";36.513611;-4.870944;MARBELLA;NINGUNO
AVENIDA ARIAS DE VELASCO, 4;N;Terrestre;L-D: 24H;36.515917;-4.880083;MARBELLA;REPSOL
AUTOVIA A-7 KM. 1041;I;Terrestre;L-D: 24H;36.500167;-4.798833;MARBELLA;REPSOL
CARRETERA N-340 KM. 194;N;Terrestre;L-D: 06:00-00:00;36.487972;-4.741167;MARBELLA;SHELL
AVENIDA TRAPICHE, S/N;N;Terrestre;L-D: 24H;36.52;-4.891861;MARBELLA;SHELL
CALLE CARRIL DE PICAZA-PG SAN P, S/N;D;Terrestre;L-D: 24H;36.496583;-4.992528;SAN PEDRO DE ALCANTARA;REPSOL
CALLE HELSINKI-PG SAN PEDRO, 40;D;Terrestre;L-D: 06:00-22:00;36.495;-4.992444;SAN PEDRO DE ALCANTARA;CEPSA
N-340 km 170,7;I;Terrestre;L-D: 24H;36.480222;-4.992611;SAN PEDRO DE ALCANTARA;CEPSA
CALLE CARRIL DE PICAZA-PG SAN P, S/N;N;Terrestre;L-D: 24H;36.497083;-4.990917;SAN PEDRO DE ALCANTARA;PETROPRIX
CARRETERA CN-340 NUEVA ANDALUCIA KM. 173;N;Terrestre;L-D: 24H;36.486833;-4.96625;NUEVA ANDALUCIA;GALP
CALLE JOSÉ MARÍA PEMÁN, 28;N;Terrestre;L-D: 24H;36.502444;-4.980278;NUEVA ANDALUCIA;BALLENOIL
CARRETERA N-340 KM. 176;I;Terrestre;L-D: 24H;36.494611;-4.951417;NUEVA ANDALUCIA;SHELL
UR LAS MEDRANAS  S/N;N;Terrestre;L-D: 24H;36.494;-4.992972;MARBELLA;BP LAS MEDRANAS
AUTOVIA A7 KM. 1033;I;Terrestre;L-D: 24H;36.493528;-4.764333;MARBELLA;REPSOL
AUTOVIA A7 KM. 1033;D;Terrestre;L-D: 24H;36.494306;-4.766028;MARBELLA;REPSOL
AUTOVIA DE LOS LIRIOS KM. 210;D;Terrestre;L-D: 24H;36.544694;-4.634917;MIJAS;CARREFOUR
AVENIDA AV. DE LA ENCARNACIÓN, S/N;N;Terrestre;L-D: 24H;36.535;-4.633611;MIJAS;CARREFOUR
CARRETERA N-340 KM. 197,7;I;Terrestre;L-D: 06:00-23:00;36.490222;-4.709528;MIJAS;CEPSA
CAMINO VIEJO DE COIN, 77;D;Terrestre;L-D: 24H;36.538194;-4.640194;MIJAS;PLENOIL
CALLE GUADAÑA DE LA TORRE, 1;D;Terrestre;L-D: 24H;36.553778;-4.690528;MIJAS;PLENOIL 
CARRER COMARCAL426 KM8, 8;D;Terrestre;L-D: 24H;36.53775;-4.641139;MIJAS;BP LA VEGA DE MIJAS
AVENIDA MARE NOSTRUM, S/N;N;Terrestre;L-D: 06:00-00:00;36.509806;-4.68725;MIJAS;GALP
AREA, ARRABAL BUTIPLAYA LA, 1;D;Terrestre;L-D: 24H;36.501889;-4.682833;MIJAS;BP LA CALA
POLIGONO MOLINO DE VIENTO, 1;N;Terrestre;L-D: 07:00-23:00;36.534389;-4.634139;MIJAS;AGLA PETROLEROS MIJAS
CAMINO VIEJO DE COIN, 41;I;Terrestre;L-D: 24H;36.539028;-4.636306;LAGUNAS (LAS);PETROSOL
CAMINO VIEJO DE COIN, 43;D;Terrestre;L-D: 24H;36.539028;-4.636722;LAGUNAS (LAS);PETROPRIX MIJAS
AVENIDA MEXICO, SN;N;Terrestre;L-D: 06:00-23:59;36.599417;-4.632028;CALAHONDA-CHAPARRAL;BP EL PUERTO DE MIJAS
CARRETERA CR-MA-426 KM. 1;D;Terrestre;L-D: 07:00-23:00;36.538278;-4.645639;OSUNILLAS-PEÑA BLANQUILLA;REPSOL
CALLE CASERIA DEL REY, 18;N;Terrestre;L-D: 06:30-22:30;37.119833;-4.665139;MOLLINA;SHELL
AVENIDA DE LAS AMÉRICAS, 35;D;Terrestre;L-D: 08:00-20:00;37.124167;-4.6615;MOLLINA;S.COOP.AND. AGRÍCOLA VIRGEN DE LA OLIVA
CR N-334, 143 (N-334 km 143,2);I;Terrestre;L-D: 07:00-22:00;37.117306;-4.655333;MOLLINA;ES LIMONAR
CARRETERA A-355 KM. 20;D;Terrestre;L-D: 24H;36.636444;-4.805444;MONDA;BP MONDA
CARRETERA N-340 KM. 290,5;I;Terrestre;L-D: 06:00-22:00;36.747056;-3.891111;NERJA;REPSOL
AVENIDA DE PESCIA, 3;D;Terrestre;L-D: 24H;36.752222;-3.876167;NERJA;E.S NERJA
MA-105 km 0,3;D;Terrestre;L-D: 24H;36.75225;-3.882778;NERJA;BP 
CALLE PAGO CASTILLO ALTO, 1;D;Terrestre;L-D: 24H;36.755389;-3.885528;NERJA;AUTONET&OIL
CALLE CARRETERA, 2;D;Terrestre;"L-V: 06:00-22:00; S: 07:00-20:00; D: 08:30-14:30";36.56525;-4.857861;OJEN;REPSOL
CARRETERA A397 KM. 11,900;D;Terrestre;L-D: 24H;36.670389;-5.118194;PARAUTA;AGLA LA VENTILLA
BARRIADA MONDRON -ALDEA-, S/N;N;Terrestre;L-D: 09:00-14:00 y 16:00-19:00;36.944083;-4.225083;PERIANA;COOPERATIVA ACEITE MONDRON
CALLE CARRASCAL, 5;D;Terrestre;L-D: 08:00-19:00;36.926361;-4.191472;PERIANA;S. CCO. AND. SAN ISIDRO
CR C-401 MALAGA-ALORA KM  28 km 28,9;N;Terrestre;L-D: 06:00-22:30;36.763778;-4.710028;PIZARRA;BP PIZARRA
CTRA.SUBZONA A ALORA;N;Terrestre;"L-V: 06:00-22:30; S: 07:00-23:00; D: 07:00-22:30";36.781278;-4.726972;PIZARRA;AGLA
CALLE INGENIERO PABLO ESTEBAN MAES, 3;N;Terrestre;L-D: 24H;36.767139;-4.710806;PIZARRA;EXPRESS
CARRETERA CARRETERA DE CERRALBA Nº 1 KM. 1;I;Terrestre;L-D: 24H;36.747778;-4.716111;CERRALBA;AGLA
CARRETERA DE CERRALBA KM. 5;D;Terrestre;L-D: 24H;36.747944;-4.716611;CERRALBA;PLENOIL
CARRETERA N 340 KM. 252;N;Terrestre;L-D: 24H;36.723194;-4.296889;RINCON DE LA VICTORIA;BP RINCON DE LA VICTORIA
AVENIDA DE LA TORRE, 26;D;Terrestre;L-D: 07:00-23:00;36.712556;-4.265417;RINCON DE LA VICTORIA;REPSOL
AVENIDA MALAGA, ;N;Terrestre;L-D: 24H;36.715972;-4.304333;RINCON DE LA VICTORIA;REPSOL
CARRETERA A7 KM. 256;N;Terrestre;L-D: 24H;36.725333;-4.255722;RINCON DE LA VICTORIA;SHELL
AUTOVIA carretera nacional 340 KM. 970;N;Terrestre;L-D: 24H;36.725306;-4.274528;RINCON DE LA VICTORIA;TAMOIL
CALLE ARROYO TOTALAN, 1;D;Terrestre;L-D: 07:00-23:00;36.727056;-4.314611;CALA DEL MORAL (LA);BP CENTRO COMERCIAL EL RINCÓN
CR. A356 km 18,7;I;Terrestre;L-D: 07:00-23:00;36.92375;-4.275667;RIOGORDO;VLADOIL RIOGORDO
PARAJE EL CAMPILLO, S/N;N;Terrestre;L-D: 06:00-23:00;36.922528;-4.2805;RIOGORDO;AGRO-OLIVARERA RIOGORDO
CARRETERA MA-7402 KM. 8,3;I;Terrestre;"L-V: 09:00-14:00 y 15:00-18:00; S: 09:00-12:30";36.807972;-5.239472;RONDA;CEREALISTAS DE ACINIPO, S.C.A
CARRETERA A-367 KM. 5;D;Terrestre;L-D: 24H;36.783639;-5.115167;RONDA;GALP
CARRETERA A-376 KM. 120,7;I;Terrestre;L-D: 06:00-23:00;36.759444;-5.162361;RONDA;CEPSA
SEVILLA, 133;I;Terrestre;L-D: 07:00-23:00;36.752556;-5.170194;RONDA;CEPSA
CALLE MARBELLA, 31;I;Terrestre;L-D: 07:00-23:00;36.733833;-5.162583;RONDA;CEPSA
AVDA. DE MALAGA, 22 (C-341 km 57,4);I;Terrestre;L-D: 06:00-22:00;36.747694;-5.156528;RONDA;CEPSA
CALLE DON FRANCISCO CARRILLO DE MENDOZA Y MORALES, 1;D;Terrestre;L-D: 06:30-22:30;36.754361;-5.153194;RONDA;AORVA GROUP
